Comment,gender_of_sport,sexism,racism,violence,appearance,ability,has_hate,hate_type_count,primary_hate_type,Video Popularity,Comment Popularity,club,club_region,language,channel_structure,commenter_gender
🎉🎉🎉🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Sen nesin bee😍⭐,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Tolle Aktion!💚🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Neki❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🐺🤍💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
https://youtu.be/gvGVYsCPmgU,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
😂,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
BYE KOULIERAKIS🤍🖤🤍🖤🤍🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
just... KENAN 🫶🫶🫶😍😍😍🥺🥺🥺,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Forza Juve,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Sensational,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Boys are better,Unknown,True,False,False,False,True,True,2,Sexism,2,0,Unknown,Unknown,unknown,Unknown,Female
1,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Juventus🇮🇹🤍🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
6 cı yorum❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
💚🤍 sauber Jungs,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
💚🤍💚🤍🤍💚🤍🤍💚💚💚💚🤍🤍🤍🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Forza Kenan🔥 💪,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"Pls guys i,m big juve Fan 😢🎉 
Forza Juve ❤◾️⚪️",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🇹🇷🇹🇷🇹🇷my star,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Forza Juve,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Forza juve,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Danke Poppi❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Draw,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
I love you mckennie,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Kenan my star🤍🖤⭐️🇹🇷,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🎉🤍🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
😢🤍🖤🇮🇹,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Nmecha darf bleiben,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Camiiiiiiii❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
VfL wolfsburg 💚🤍⚽,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
👏🏻🤍🖤🏴󠁧󠁢󠁥󠁮󠁧󠁿,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Amoura 🇩🇿❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Forza juve🤍🖤🗿,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Kenan Yildiz🔥🇹🇷❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🤍🖤🇧🇷,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
I love you  🤍JUVENTUS 🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Bravo Azdic!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Danke Poppi ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
🥳🤍🖤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😢😢,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
JUVENTINI INDONESIA DI SINI ❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Bro plis,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
I,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Forza solo Juve,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Danke Ewa 🐺🐺🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Forza Juve ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Как при третьем голе защитница Фиорентины прибежала, улеглась в подкате уютненько и даже вставать не хотела не то что продолжать бороться, это очень мило🤣",Unknown,True,False,False,False,True,True,2,Sexism,0,1,Unknown,Unknown,unknown,Unknown,Female
الهجوم على هذا الفريق 😅🇩🇿🇩🇿🇩🇿🇩🇿,Unknown,False,False,False,False,True,True,1,Ability,2,2,Unknown,Unknown,unknown,Unknown,Female
Vamos Timãooooooooo...🦅🇧🇷,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Attacke jetzt!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Super,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
🇩🇿❤️👍🏻👍🏻👍🏻👍🏻👍🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
അടിച്ചു കേറി വാ മോനെ 😎,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Tenho 18 anos e esse foi um dos melhores jogos que vi do timão,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Top interview ❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Vivi 😘🐺❤️❤️❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Wow❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Zinedine Zanoti 👏👏👏👏👏,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
un coup 12 c finito,Unknown,False,False,True,False,False,True,1,Violence,2,0,Unknown,Unknown,unknown,Unknown,Female
What a banger,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
💚🤍🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
💚🤍🥳,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Shirtaki?toll,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Aguante bombillo.....que saudades do estadio do meu Emelec 😢
Mais aqui no brasil sou 1.000% corinthiano roxo vai Corinthians.....agiante bombillo",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
👏🏼👏🏼👏🏼👏🏼,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Vamos 🦅🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
🇩🇿✊🏽,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
🥅🧤⚽️🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Kkkkkkkk carai mano todo mundo só falou o Edilson capelinha kkkkkkkkkkkkkkk,Unknown,False,False,True,False,False,True,1,Violence,1,2,Unknown,Unknown,unknown,Unknown,Female
😘💚💚💚🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
🇮🇸🐺💚⚽👸🏽⚽💚🐺🇮🇸,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Orients Keeper made some decent saves!,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
☺️🍿,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Mülli!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Allez Paris 🔵⚪,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Je met 20 balle sur vous gagnez hein,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Wimmet genial Genial Genial Genial ❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Арса ❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Ab nach Europa 🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Ich mag die VfL-Mädels total.   ❤️❤️❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
2 Punkte verloren 😮,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Wow VFL WOLFSBURG❤❤❤❤❤ 5-0,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Amoura 🇩🇿🇩🇿💪🏽💪🏽❤️❤️❤️❤️🇩🇿🇩🇿💪🏽💪🏽💪🏽💪🏽💪🏽,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
😂💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
💚🤍💚🤍💚🤍💚🤍💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Paris❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Come on Paris FC,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
💚💚💚⚽⚽⚽⚽,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
💚💚💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
А как же гол Аршавина Барселоне?🤜🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
der kleine Papa Krzysztof Nowak,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
🥰,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
🤍💚🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Fantastic amoura...,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
🥳🥳,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
🐞🍀🐞🍀🐞🍀🐞🍀🐞👌,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
💚💚💪💪,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Escros de père en fils 😂😂😂,Unknown,False,False,True,False,False,True,1,Violence,2,0,Unknown,Unknown,unknown,Unknown,Female
Ich hör nur mimimimi,Unknown,False,False,False,False,True,True,1,Ability,0,2,Unknown,Unknown,unknown,Unknown,Female
Men’s⚽️💀💀💀💀💀💀00,Unknown,True,False,False,False,True,True,2,Sexism,2,0,Unknown,Unknown,unknown,Unknown,Female
Merle,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Maestro,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
forza juve,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
E vai fazer  muito  mais.,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Super Kathy,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
beijinhos,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Bravo Sveindís 🇮🇸,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
尤文图斯加油！！---喜欢尤文图斯33年的中国球迷,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
pra mim o Dorival menosprezou o adversario,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Corinthians deveria usar no Short  o Escudo CP,  ou  SCCP .
Porque não fica visualmente bom este .
Parece um despertador.
Ou põe este mesmo mas  todo preto  como na Camisa all black",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Kalos mas irthes palikare...,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
3 a 0 hoje🖤🤍🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Juventus harus membeli idzes 🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Klasse 💚🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Memphis de blusa kkkkkkk,Unknown,True,False,False,True,False,True,2,Sexism,1,1,Unknown,Unknown,unknown,Unknown,Female
1:28 tatapan Vlahovic 😅,Unknown,False,False,False,True,False,True,1,Appearance,2,0,Unknown,Unknown,unknown,Unknown,Female
Danke Poppy 🖤❤️💛😭,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Ja die Banane 😏😏😏,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Krass man,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Merle ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
gönn dir 15 Tore Bruudaa 💚,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Amoura ist die beste,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Düsseldorf alaaf!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😂😂 This is the greatest thing I have seen in a while. Please team these two up again!!!!❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Super les filles,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
عموووورة ❤🇩🇿💯♥️💫,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
wie coooool,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
amoura FORCE DZ  <3,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Amouraaaaa go gooooo🇩🇿🇩🇿💪🏻💪🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
😂😂😂 دزاير كامل راهي هنا,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
So random aber wie geil,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
